cdn_cliente,num_aval1,num_aval2,dt_inscricao,l_cpf,estrutura,Bloqueado,log_ativo,mot_ativo,cdn_repres,dat_usuario,origem,cdn_grupo_cliente,tipo_produtor,safra_crm,dt_implant_ini,cliente_novo,dt_ult_movto,safra_ult_movto,situacao,cliente_foco,log-utiliza-portal,data-ativacao,data-inativacao,log_ativo_pa,log_cliente_pet,cod_rep_secundario,apl_classif_produtor,apl_dt_valid_classif,cod_transp,log_participante_bayer,log_cooperativa
192,0,0,2008-09-02,False,Pequeno,False,True,,9038,(null),D,192,PRMAX,"2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2017/2018,2017/2017,2018/2018,2018/2019,2019/2020,2019/2019,2020/2020,2020/2021,2021/2022,2021/2021,2022/2022,2022/2023,2024/2024,2024/2025,2025/2025",2000-01-04,False,2023-09-28,2023/2024,Ativo,False,True,2021-02-26,(null),True,False,0,1.0,9999-12-31,71322,False,False
193,0,0,1996-03-01,False,Pequeno,False,True,,9030,(null),D,193,PRMIN,"2025/2025,2024/2025,2024/2024,2023/2024,2022/2023,2022/2022,2021/2022,2021/2021,2020/2021,2020/2020,2019/2020,2019/2019,2018/2019,2018/2018,2017/2018,2017/2017,2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013",1999-11-01,False,2023-09-12,2023/2023,Ativo,False,True,2019-05-14,(null),True,False,0,1.0,9999-12-31,2442,False,False
194,0,0,1996-03-01,False,Pequeno,False,True,,9000,(null),D,194,PRMIN,"2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2017/2018,2017/2017,2018/2018,2018/2019,2019/2020,2019/2019,2020/2020,2020/2021,2021/2022,2021/2021,2022/2022,2022/2023,2024/2024,2024/2025,2025/2025",2000-01-04,False,2023-08-03,2023/2023,Ativo,False,True,2016-11-04,(null),True,False,0,1.0,9999-12-31,5797,False,False
195,0,0,1996-03-01,False,Médio,False,True,,9000,(null),D,195,PRMED,"2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2017/2018,2017/2017,2018/2018,2018/2019,2019/2020,2019/2019,2020/2020,2020/2021,2021/2022,2021/2021,2022/2022,2022/2023,2024/2024,2024/2025,2025/2025",1999-11-01,False,2023-09-13,2023/2023,Ativo,False,False,(null),(null),True,False,0,1.0,9999-12-31,71323,False,False
2105,0,0,2000-03-08,False,Pequeno,False,True,,31000,(null),D,2105,PRMED,"2009/2010,2010/2010,2012/2013,2012/2012,2011/2012,2014/2015,2015/2016,2016/2016,2016/2017,2017/2017,2017/2018,2018/2018,2018/2019,2015,2019/2019,2019/2020,2020/2020,2020/2021,2021/2021,2021/2022,2022/2022,2022/2023,2023/2023,2023/2024,2024/2024,2024/2025,2025/2025",1999-11-01,False,2013-11-01,2013/2013,Inativo,False,False,(null),(null),False,False,0,1.0,9999-12-31,76676,False,False
12655,0,0,2021-03-24,False,Mini,False,True,,9038,2021-03-26,D,12655,PRMIN,"2021/2021,2021/2022,2022/2022,2022/2023,2023/2023,2023/2024,2024/2024,2024/2025,2025/2025,2025/2026,2026/2026",(null),False,2023-09-18,2023/2024,Ativo,False,False,(null),(null),True,False,0,,9999-12-31,26519,False,False
751288,0,0,2021-05-01,True,MINI,False,True,,80000,(null),D,751288,,2021/2021,2021-05-19,True,(null),,Inativo,False,False,(null),(null),False,False,0,0.0,9999-12-31,55783,False,False
196,0,0,1996-03-01,False,Pequeno,False,True,,9030,(null),D,196,PRMAX,"2023/2024,2023/2023,2022/2023,2022/2022,2021/2022,2021/2021,2020/2021,2020/2020,2019/2020,2019/2019,2018/2019,2018/2018,2017/2018,2017/2017,2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2024/2024,2024/2025,2025/2025",2000-01-04,False,2023-10-18,2023/2024,Ativo,False,True,2017-06-22,(null),True,False,0,50.0,9999-12-31,71324,False,False
197,0,0,1996-03-01,False,Pequeno,False,True,,9032,(null),D,197,PRMAX,"2026/2026,2025/2026,2025/2025,2024/2025,2024/2024,2023/2024,2023/2023,2022/2023,2022/2022,2021/2022,2021/2021,2020/2021,2020/2020,2019/2020,2019/2019,2018/2019,2018/2018,2017/2018,2017/2017,2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2012/2012,2011/2012,2011/2011,2010/2011,2010/2010,2009/2010,2009/2009,2008/2009,2008/2008,2007/2008,2007/2007,2006/2007,2006/2006,2005/2006,2005/2005,2004/2005,2004/2004,2003/2004,2003/2003,2002/2003,2002/2002,2001/2002,2001/2001,2000/2001,2000/2000,1999/2000,1999/1999,1998/1999,1998/1998,1997/1998",2000-01-04,False,2023-09-29,2023/2024,Ativo,False,False,(null),(null),True,False,0,50.0,9999-12-31,71325,False,False
198,0,0,1996-03-01,False,Mini,True,False,FALECIDO EM 27/07/2014,9019,2014-08-15,D,198,PRMED,"2013/2014,2012/2013,2013/2013,2014/2015,2014/2014",1999-11-01,False,2013-11-12,2013/2014,Inativo,False,False,(null),(null),False,False,0,0.0,(null),71326,False,False
199,0,0,1996-03-01,False,Grande1,False,True,,59003,(null),D,2163,PRMIN,"2026/2026,2025/2026,2025/2025,2024/2025,2024/2024,2023/2024,2023/2023,2022/2023,2022/2022,2021/2022,2021/2021,2020/2021,2020/2020,2019/2020,2019/2019,2018/2019,2018/2018,2017/2018,2017/2017,2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2012/2012,2011/2012,2011/2011,2010/2011,2010/2010,2009/2010,2009/2009,2008/2009,2008/2008,2007/2008,2007/2007,2006/2007,2006/2006,2005/2006,2005/2005,2004/2005,2004/2004,2003/2004,2003/2003,2002/2003,2002/2002,2001/2002,2001/2001,2000/2001,2000/2000,1999/2000,1999/1999,1998/1999,1998/1998,1997/1998",2000-01-04,False,2020-05-25,2020/2020,Ativo,False,False,(null),(null),False,False,0,50.0,9999-12-31,71327,False,False
200,0,0,1996-03-01,False,Médio,True,False,EXCLUSÃO 22/11/16,51002,2019-03-19,D,200,PRMED,"2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2017/2018,2017/2017",2000-01-04,False,2015-04-29,2015/2015,Inativo,False,False,(null),(null),False,False,0,0.0,9999-12-31,71328,False,False
12270,0,0,2020-08-25,False,Mini,False,True,,28000,(null),D,12270,PRMIN,"2024/2024,2023/2024,2023/2023,2022/2023,2022/2022,2021/2022,2021/2021,2020/2021,2024,2023,2024/2025,2025/2025,2025/2026",2020-08-25,False,2021-08-03,2021/2021,Inativo,False,False,(null),(null),False,False,0,0.0,9999-12-31,52521,False,False
201,0,0,1996-03-01,False,Grande2,False,True,,9032,2004-09-08,D,201,PRMAX,"2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2017/2018,2017/2017,2018/2018,2018/2019,2019/2020,2019/2019,2020/2020,2020/2021,2021/2022,2021/2021,2022/2022,2022/2023,2024/2024,2024/2025,2025/2025",1999-11-01,False,2023-09-22,2023/2024,Ativo,False,False,(null),(null),True,False,0,1.0,9999-12-31,71329,False,False
202,0,0,1996-03-01,False,Médio,True,False,EXCLU.11/05/10- FALE. 09/10/09,44001,2010-05-24,D,202,PRMED,,2000-01-04,False,2009-10-08,2009/2010,Inativo,False,False,(null),(null),False,False,0,0.0,(null),71330,False,False
203,0,0,1996-03-01,False,Grande1,True,False,EXCLUSAO 22/05/17,9000,2017-06-05,D,203,PRMED,"2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2017/2018,2017/2017",1999-11-01,False,2016-03-04,2015/2016,Inativo,False,False,(null),(null),False,False,0,0.0,(null),71331,False,False
204,0,0,1996-03-01,False,Médio,False,True,,59003,(null),D,204,PRMED,"2026/2026,2025/2026,2025/2025,2024/2025,2024/2024,2023/2024,2023/2023,2022/2023,2022/2022,2021/2022,2021/2021,2020/2021,2020/2020,2019/2020,2019/2019,2018/2019,2018/2018,2017/2018,2017/2017,2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2012/2012,2011/2012,2011/2011,2010/2011,2010/2010,2009/2010,2009/2009,2008/2009,2008/2008,2007/2008,2007/2007,2006/2007,2006/2006,2005/2006,2005/2005,2004/2005,2004/2004,2003/2004,2003/2003,2002/2003,2002/2002,2001/2002,2001/2001,2000/2001,2000/2000,1999/2000,1999/1999,1998/1999,1998/1998,1997/1998",1999-11-01,False,2023-09-27,2023/2024,Ativo,False,True,2017-06-21,(null),True,False,0,1.0,9999-12-31,71332,False,False
205,0,0,1996-03-01,False,Grande2,True,False,EXCLUSAO 22/05/15 - FALECIMENT,9019,2015-05-22,D,205,PRMED,"2013/2014,2012/2013,2013/2013,2014,2014/2014,2014/2015,2015/2015,2015/2016",2000-01-04,False,2012-06-06,2012/2012,Inativo,False,False,(null),(null),False,False,0,0.0,(null),71333,False,False
206,0,0,1996-03-01,False,Pequeno,True,False,FALEC.11/05/10-EXC.21/12/10,18008,2010-12-21,D,206,PRMED,,1999-11-01,False,2010-01-27,2009/2010,Inativo,False,False,(null),(null),False,False,0,0.0,(null),71334,False,False
207,0,0,1996-03-01,False,Pequeno,False,True,,73026,(null),D,207,PRMED,"2019/2019,2018/2019,2018/2018,2017/2018,2017/2017,2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2012/2012,2011/2012,2011/2011,2010/2011,2010/2010,2019/2020,2020/2020,2020/2021,2021/2021,2021/2022,2022/2022,2022/2023,2023/2023,2023/2024,2024/2024,2024/2025",1999-11-01,False,2007-08-21,2007/2007,Inativo,False,False,(null),(null),False,False,0,1.0,9999-12-31,0,False,False
208,0,0,1996-03-01,False,Pequeno,False,True,,73026,(null),D,208,PRMED,",2012/2013,2010/2010,2010/2011,2011/2011,2011/2012,2012/2012,2013/2013,2013/2014,2014/2014,2014/2015,2015/2015,2015/2016,2016/2016,2016/2017,2017/2017,2017/2018,2018/2018,2018/2019,2019/2019,2019/2020,2020/2020,2020/2021,2021/2021,2021/2022,2022/2022,2022/2023,2023/2023,2023/2024,2024/2024,2024/2025",1999-11-01,False,2020-03-06,2020/2020,Ativo,False,False,(null),(null),False,False,0,1.0,9999-12-31,71335,False,False
209,0,0,1996-03-01,False,Pequeno,False,True,,62003,(null),D,209,PRMIN,"2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2012/2012,2011/2012,2011/2011,2010/2011,2010/2010,2017/2017,2017/2018,2018/2018,2018/2019,2019/2019,2019/2020,2020/2020,2020/2021,2021/2021,2021/2022,2022/2022,2022/2023,2023/2023,2023/2024,2024/2024,2024/2025",1999-11-01,False,2023-09-29,2023/2024,Ativo,False,False,(null),(null),False,False,0,50.0,9999-12-31,71336,False,False
210,0,0,1996-03-01,False,Grande,False,False,FALECIDO -EXCLUSÃO EM 08/02/06,18008,2019-12-19,D,210,,2019/2020,1999-11-01,False,2005-09-20,2005/2005,Inativo,False,False,(null),(null),False,False,0,0.0,9999-12-31,0,False,False
211,0,0,1996-04-08,False,Pequeno,False,True,,62003,(null),D,209,PRMIN,"2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2012/2012,2011/2012,2011/2011,2010/2011,2010/2010,2017/2017,2017/2018,2018/2018,2018/2019,2019/2019,2019/2020,2020/2020,2020/2021,2021/2021,2021/2022,2022/2022,2022/2023,2023/2023,2023/2024,2024/2024,2024/2025",1999-11-01,False,2023-05-05,2022/2023,Ativo,False,False,(null),(null),True,False,0,50.0,9999-12-31,28965,False,False
212,0,0,1996-05-09,False,Grande1,False,True,,73000,(null),D,212,PRMED,",2012/2013,2010/2010,2010/2011,2011/2011,2011/2012,2012/2012,2013/2013,2013/2014,2014/2014,2014/2015,2015/2015,2015/2016,2016/2016,2016/2017,2017/2017,2017/2018,2018/2018,2018/2019,2019/2019,2019/2020,2020/2020,2020/2021,2021/2021,2021/2022,2022/2022,2022/2023,2023/2023,2023/2024,2024/2024,2024/2025",1999-11-01,False,2017-06-09,2017/2017,Inativo,False,True,2015-12-07,(null),False,False,0,1.0,9999-12-31,71337,False,False
213,0,0,1996-03-01,False,Médio,False,True,,73026,(null),D,213,PRMED,"2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2012/2012,2011/2012,2011/2011,2010/2011,2010/2010,2017/2017,2017/2018,2018/2018,2018/2019,2019/2019,2019/2020,2020/2020,2020/2021,2021/2021,2021/2022,2022/2022,2022/2023,2023/2023,2023/2024,2024/2024,2024/2025",2000-01-04,False,2023-08-17,2023/2024,Ativo,False,True,2019-07-25,(null),True,False,0,1.0,9999-12-31,71338,False,False
214,0,0,1996-03-01,False,Mini,False,True,,73028,(null),D,214,PRMIN,"2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2012/2012,2011/2012,2011/2011,2010/2011,2010/2010,2017/2017,2017/2018,2018/2018,2018/2019,2019/2019,2019/2020,2020/2020,2020/2021,2021/2021,2021/2022,2022/2022,2022/2023,2023/2023,2023/2024,2024/2024,2024/2025",2000-01-04,False,2023-09-06,2023/2024,Ativo,False,True,2020-02-20,(null),False,False,0,1.0,9999-12-31,71339,False,False
215,0,0,1996-03-01,False,Grande1,False,True,,73000,(null),D,215,PRMIN,"2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2012/2012,2011/2012,2011/2011,2010/2011,2010/2010,2017/2017,2017/2018,2018/2018,2018/2019,2019/2019,2019/2020,2020/2020,2020/2021,2021/2021,2021/2022,2022/2022,2022/2023,2023/2023,2023/2024,2024/2024,2024/2025",2000-01-04,False,2022-09-13,2022/2022,Inativo,False,False,(null),(null),False,False,0,1.0,9999-12-31,71340,False,False
216,0,0,1996-03-01,False,Médio,True,False,EXCLUSÃO 18/11/03 - FALECIDO,10009,2003-11-19,D,0,,,1999-11-01,False,2003-10-15,2003/2003,Inativo,False,False,(null),(null),False,False,0,0.0,(null),0,False,False
217,0,0,1996-03-01,False,Médio,False,True,,2029,(null),D,217,PRMAX,"2025/2025,2024/2025,2024/2024,2023/2024,2023/2023,2022/2023,2022/2022,2021/2022,2021/2021,2020/2021,2020/2020,2019/2020,2019/2019,2018/2019,2018/2018,2017/2018,2017/2017,2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2012/2012,2011/2012,2011/2011,2010/2011,2010/2010,2009/2010",2000-01-04,False,2023-11-13,2023/2024,Ativo,False,False,(null),(null),False,False,0,50.0,9999-12-31,71341,False,False
218,0,0,1996-03-01,False,Médio,True,False,EXCLUSAO FALECIMENTO 05/10/17,40007,2019-04-16,D,218,PRMED,"2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2012/2012,2011/2012,2011/2011,2010/2011,2010/2010,2009/2010,,2017/2018,2017/2017,2018/2018,2018/2019",2000-01-04,False,2017-07-29,2017/2017,Ativo,False,True,2015-12-09,(null),False,False,0,0.0,9999-12-31,76578,False,False
219,0,0,1996-03-01,False,Médio,False,True,,2011,(null),D,219,PRMAX,"2025/2025,2024/2025,2024/2024,2023/2024,2023/2023,2022/2023,2022/2022,2021/2022,2021/2021,2020/2021,2020/2020,2019/2020,2019/2019,2018/2019,2018/2018,2017/2018,2017/2017,2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2012/2012,2011/2012,2011/2011,2010/2011,2010/2010,2009/2010,2009/2009,1997/1998",2000-01-04,False,2023-09-21,2023/2024,Ativo,False,False,(null),(null),False,False,0,50.0,9999-12-31,71342,False,False
220,0,0,1996-03-01,False,Mini,True,False,EXCLUSÃO 23/08/2021,2029,2021-08-23,D,862,PRMIN,"2024/2025,2024/2024,2023/2024,2023/2023,2022/2023,2022/2022,2021/2022,2021/2021,2020/2021,2020/2020,2019/2020,2019/2019,2018/2019,2018/2018,2017/2018,2017/2017,2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2012/2012,2011/2012,2011/2011,2010/2011,2010/2010,2009/2010,2025/2025",2000-01-04,False,2018-03-15,2017/2018,Inativo,False,False,(null),(null),False,False,0,1.0,9999-12-31,71343,False,False
221,0,0,1996-03-01,False,Pequeno,False,True,,5008,2006-09-29,D,221,PRMED,"2013/2014,2014/2014,2014/2015,2015/2015,2016/2017,2017/2018,2017/2017,2018/2018,2018/2019,2019/2019,2019/2020,2016/2016,2020/2020,2020/2021,2021/2022,2021/2021,2022/2022,2024/2025,2024/2024,2025/2025",2000-01-04,False,2016-03-12,2015/2016,Inativo,False,False,(null),(null),False,False,0,1.0,9999-12-31,71344,False,False
222,0,0,1996-03-01,False,Grande2,True,False,Demissao - 04/10/18,40008,2018-10-17,D,2035,PRMED,"2028/2029,2027/2028,2026/2027,2026/2026,2025/2026,2025/2025,2024/2025,2024/2024,2023/2024,2023/2023,2022/2023,2022/2022,2021/2022,2021/2021,2020/2021,2020/2020,2019/2020,2019/2019,2018/2019,2018/2018,2017/2018,2017/2017,2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2012/2012,2011/2012,2011/2011,2010/2011,2010/2010,2009/2010",2000-01-04,False,2014-08-29,2014/2014,Inativo,False,True,2016-05-20,(null),False,False,0,1.0,9999-12-31,17767,False,False
223,0,0,1996-03-01,True,Pequeno,False,True,,2029,(null),D,223,PRMED,"2013/2014,2014/2014,2014/2015,2015/2015,2015/2016,2016/2016,2016/2017,2017/2018,2017/2017,2018/2018,2018/2019,2019/2019,2019/2020,2020/2020,2020/2021,2021/2022,2021/2021,2022/2022,2024/2025,2024/2024,2025/2025",1999-11-01,False,2005-05-03,2004/2005,Inativo,False,False,(null),(null),False,False,0,1.0,9999-12-31,0,False,False
224,0,0,1996-03-01,False,Médio,False,True,,5008,(null),D,224,PRMED,"2028/2029,2027/2028,2026/2027,2026/2026,2025/2026,2025/2025,2024/2025,2024/2024,2023/2024,2023/2023,2022/2023,2022/2022,2021/2022,2021/2021,2020/2021,2020/2020,2019/2020,2019/2019,2018/2019,2018/2018,2017/2018,2017/2017,2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2012/2012,2011/2012,2011/2011,2010/2011,2010/2010,2009/2010,2009/2009",2000-01-04,False,2023-10-04,2023/2024,Ativo,False,False,(null),(null),False,False,0,50.0,9999-12-31,71345,False,False
225,0,0,1996-03-01,False,Grande1,False,True,,23016,(null),D,225,PRMED,"2025/2025,2024/2025,2024/2024,2023/2024,2023/2023,2022/2023,2022/2022,2021/2022,2021/2021,2020/2021,2020/2020,2019/2020,2019/2019,2018/2019,2018/2018,2017/2018,2017/2017,2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2012/2012,2011/2012,2011/2011,2010/2011,2010/2010,2009/2010",1999-11-01,False,2023-08-25,2023/2023,Inativo,False,True,2016-02-02,(null),False,False,0,50.0,9999-12-31,71346,False,False
226,0,0,1996-03-01,False,Pequeno,False,True,,40008,(null),D,226,PRMED,"2025/2025,2024/2025,2024/2024,2023/2024,2023/2023,2022/2023,2022/2022,2021/2022,2021/2021,2020/2021,2020/2020,2019/2020,2019/2019,2018/2019,2018/2018,2017/2018,2017/2017,2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013",1999-11-01,False,2023-03-16,2023/2023,Inativo,False,False,(null),(null),False,False,0,50.0,9999-12-31,71347,False,False
227,0,0,1996-03-01,True,Mini,False,True,,2000,(null),D,227,PRMED,"2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2012/2012,2011/2012,2011/2011,2010/2011,2010/2010,2009/2010,,2017/2018,2017/2017,2018/2018,2018/2019,2019/2019,2019/2020,2020/2020,2020/2021,2021/2022,2021/2021,2022/2022,2024/2025,2024/2024,2025/2025",2000-01-04,False,2020-09-23,2020/2020,Inativo,False,False,(null),(null),False,False,0,1.0,9999-12-31,71348,False,False
228,0,0,1996-03-01,True,Grande3,True,False,EXCLUSÃO 19/12/16,2029,2016-12-20,A,228,PRMIN,"2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2012/2012,2011/2012,2011/2011,2010/2011,2010/2010,2009/2010,,2017/2018,2017/2017",2000-01-04,False,2015-09-16,2015/2015,Inativo,False,False,(null),(null),False,False,0,0.0,(null),71349,False,False
229,38,42,1996-03-01,False,Nenhum,True,False,Demissionário,0,(null),D,0,,,2000-01-04,False,(null),,Inativo,False,False,(null),(null),False,False,0,0.0,(null),72084,False,False
230,0,0,(null),False,Nenhum,False,False,Demissionário,0,(null),D,0,,,2001-06-11,False,(null),,Inativo,False,False,(null),(null),False,False,0,0.0,(null),0,False,False
231,0,0,1996-03-01,False,Pequeno,False,True,,2000,(null),D,231,PRMED,"2013/2014,2014/2014,2014/2015,2015/2015,2016/2017,2017/2018,2017/2017,2018/2018,2018/2019,2019/2019,2019/2020,2016/2016,2020/2020,2020/2021,2021/2022,2021/2021,2022/2022,2024/2025,2024/2024,2025/2025",2000-01-04,False,(null),,Inativo,False,False,(null),(null),False,False,0,1.0,9999-12-31,0,False,False
232,0,0,1996-03-01,False,GRANDE2,False,True,,13000,(null),D,232,PRMED,"2009/2010,2010/2010,2012/2012,2015/2016,2016/2016,2016/2017,2017/2017,2019/2020,2019/2019,2018/2019,2018/2018,2017/2018,2020/2020,2020/2021,2021/2022,2021/2021,2022/2022,2023/2023,2022/2023,2024/2024,2023/2024,2024/2025,2025/2025",2000-01-04,False,2022-07-25,2022/2023,Ativo,False,False,(null),(null),False,False,0,1.0,9999-12-31,71350,False,False
233,0,0,1996-03-01,False,PEQUENO,False,True,,13000,(null),D,233,PRMED,"2009/2010,2010/2010,2012/2012,2015/2016,2016/2016,2016/2017,2017/2017,2019/2020,2019/2019,2018/2019,2018/2018,2017/2018,2020/2020,2020/2021,2021/2022,2021/2021,2022/2022,2024/2024,2023/2024,2024/2025,2025/2025",2000-01-04,False,(null),,Inativo,False,False,(null),(null),False,False,0,1.0,9999-12-31,0,False,False
234,0,0,1996-03-01,False,MÉDIO,False,True,,13000,(null),D,234,PRMED,"2009/2010,2010/2010,2012/2012,2015/2016,2016/2016,2016/2017,2017/2017,2019/2020,2019/2019,2018/2019,2018/2018,2017/2018,2020/2020,2020/2021,2021/2022,2021/2021,2022/2022,2024/2024,2023/2024,2024/2025,2025/2025",2000-01-04,False,(null),,Inativo,False,False,(null),(null),False,False,0,1.0,9999-12-31,0,False,False
235,0,0,1996-03-01,False,Grande2,False,True,,13014,(null),D,235,PRMED,"2009/2010,2010/2010,2012/2012,2015/2016,2016/2016,2016/2017,2017/2017,2019/2020,2019/2019,2018/2019,2018/2018,2017/2018,2020/2020,2020/2021,2021/2022,2021/2021,2022/2022,2024/2024,2023/2024,2024/2025,2025/2025",2005-06-16,False,2023-07-19,2023/2024,Ativo,False,False,(null),(null),False,False,0,1.0,9999-12-31,489,False,False
236,0,0,1996-03-01,False,Pequeno,True,False,EXCLUSÃO - 17/03/2008 FALECIDO,13009,2008-06-12,D,0,,,2000-03-10,False,2005-03-03,2004/2005,Inativo,False,False,(null),(null),False,False,0,0.0,(null),0,False,False
237,0,0,1996-03-01,False,Pequeno,True,False,EXCLUSÃO 21/02/13 FALECIMENTO,13011,2013-02-22,D,5373,PRMED,"2009/2010,2010/2010,2012/2012,2012/2013,2013/2013,2013/2014,2014/2014,2014/2015,2015/2015,2015/2016,2016/2016,2017/2017,2016/2017,2019/2020,2019/2019,2018/2019,2018/2018,2017/2018,2020/2020,2020/2021,2021/2022,2021/2021,2022/2022,2024/2024,2023/2024,2024/2025,2025/2025",1999-11-01,False,2011-07-27,2011/2012,Inativo,False,False,(null),(null),False,False,0,0.0,(null),22936,False,False
238,0,0,1996-03-01,False,Pequeno,False,True,,13000,(null),D,238,PRMED,"2009/2010,2010/2010,2012/2012,2015/2016,2016/2016,2016/2017,2017/2017,2019/2020,2019/2019,2018/2019,2018/2018,2017/2018,2020/2020,2020/2021,2021/2022,2021/2021,2022/2022,2024/2024,2023/2024,2024/2025,2025/2025",1999-11-01,False,2001-03-31,2000/2001,Inativo,False,False,(null),(null),False,False,0,1.0,9999-12-31,47795,False,False
239,0,0,1996-03-01,False,Grande,True,False,DEMISSÃO - 30/04/2009.,20004,2009-04-30,D,0,,2018/2018,1999-11-01,False,2004-09-27,2004/2004,Inativo,False,False,(null),(null),False,False,0,0.0,(null),23531,False,False
240,0,0,1996-03-01,False,Pequeno,False,True,,13014,(null),D,240,PRMED,"2009/2009,2009/2010,2012/2012,2012/2013,2013/2013,2013/2014,2014/2014,2014/2015,2015/2015,2015/2016,2016/2016,2016/2017,2017/2017,2018/2019,2019/2020,2019/2019,2018/2018,2017/2018,2020/2020,2020/2021,2021/2022,2021/2021,2022/2022,2024/2024,2023/2024,2024/2025,2025/2025",2000-01-04,False,2021-07-01,2021/2022,Inativo,False,False,(null),(null),False,False,0,1.0,9999-12-31,71351,False,False
241,0,0,1996-03-01,False,PEQUENO,False,True,,13014,(null),D,241,PRMED,"2019/2019,2018/2019,2018/2018,2017/2018,2017/2017,2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2012/2012,2011/2012,2011/2011,2010/2011,2010/2010,2009/2010,2019/2020,2020/2020,2020/2021,2021/2022,2021/2021,2022/2022,2023/2023,2022/2023,2024/2024,2023/2024,2024/2025,2025/2025",2000-01-04,False,2023-09-21,2023/2024,Ativo,False,True,2015-12-22,(null),True,False,0,1.0,9999-12-31,71352,False,False
242,0,0,1996-03-01,False,Pequeno,False,True,,13014,(null),D,242,PRMED,"2009/2010,2010/2010,2012/2012,2012/2013,2013/2013,2013/2014,2014/2015,2015/2016,2015/2015,2014/2014,2016/2016,2016/2017,2017/2017,2019/2020,2019/2019,2018/2019,2018/2018,2017/2018,2020/2020,2020/2021,2021/2022,2021/2021,2022/2022,2023/2023,2022/2023,2024/2024,2023/2024,2024/2025,2025/2025",2000-01-04,False,2023-09-28,2023/2024,Ativo,False,False,(null),(null),False,False,0,1.0,9999-12-31,71353,False,False
243,0,0,1996-03-01,False,Grande3,False,True,,20004,(null),D,243,PRMED,"2019/2019,2018/2019,2018/2018,2017/2018,2017/2017,2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2012/2012,2011/2012,2011/2011,2010/2011,2010/2010,2009/2010,2019/2020,2020/2020,2020/2021,2021/2022,2021/2021,2022/2022,2023/2023,2022/2023,2024/2024,2023/2024,2024/2025,2025/2025",2000-01-04,False,2023-09-27,2023/2024,Ativo,False,False,(null),(null),True,False,0,50.0,9999-12-31,8274,False,False
244,0,0,1996-03-01,False,Médio,True,False,Falecido,0,(null),D,0,,,2000-01-04,False,2001-09-04,2001/2001,Inativo,False,False,(null),(null),False,False,0,0.0,(null),0,False,False
245,0,0,1996-03-01,False,Grande,True,False,EXCLUSÃO - FALECIDO 02/11/01,0,(null),D,0,,,2000-01-04,False,2001-03-17,2000/2001,Inativo,False,False,(null),(null),False,False,0,0.0,(null),0,False,False
